POPULATION;NOIND;periode_reference;conso_ca;conso_ca_regl;conso_ca_nb;conso_ca_regl_nb;indic_ca;indic_medic;indic_ni;saison_particuliere;saison_automne;saison_hiver;saison_printemps;saison_ete;saison_autre;saison_autre_libelle;saison_nsp
Pop1 Individu;521303901;4;1;1;1;1;1;0;0;2;;;;;;                                                            ;
Pop1 Individu;521304401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521304901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521400901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521401201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521401401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521401801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521402001;3;1;1;1;1;0;0;1;;;;;;;                                                            ;
Pop1 Individu;521402401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521402801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521403001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521403401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521403501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;521700101;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522100201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522100301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522101601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522101901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522102301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522102401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522102701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522103401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522200501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522200701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522201201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522201601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522201701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522400101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522400601;4;1;1;1;1;0;0;1;1;;;1;;;                                                            ;
Pop1 Individu;522400901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522401001;4;1;2;1;;0;1;0;1;1;;;;;                                                            ;
Pop1 Individu;522500201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522500401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522500501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522500701;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;522500801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522501101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522501301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522501601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522501701;2;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522502601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522502801;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522502901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522503801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522504201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522504301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522700501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522701701;2;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;522702201;3;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522702801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522702901;2;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522703001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522800301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522800501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522800601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522902101;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;522902501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;523000401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;523000701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;523000801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;523001301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;523001501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;523101201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;523102201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;523103001;4;1;1;2;2;2;0;0;1;;1;;;;                                                            ;
Pop1 Individu;523103501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;523103601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;523200101;4;1;1;1;1;1;0;0;1;1;;;;;                                                            ;
Pop1 Individu;523200901;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;523300701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;523301101;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;523301201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;523301601;4;1;2;1;;0;1;0;1;1;;1;;;                                                            ;
Pop1 Individu;523301701;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;523301901;4;1;2;1;;0;1;0;1;1;1;;;;                                                            ;
Pop1 Individu;523302201;4;2;2;;;;;;;;;;;;                                                            ;
